City	Month	Year	CO	O3	Temperature
Meknes	3	2005	8.602	273.441	12
Fez	3	2005	5.27	258.851	20
Fez	3	2005	6.237	249.341	25
Fez	3	2005	10.824	234.113	18
Fez	3	2005	5.304	205.297	24
Fez	3	2005	13.271	208.846	16
Casablanca	3	2005	12.096	259.932	27
Casablanca	3	2005	7.263	246.096	14
Casablanca	3	2005	11.249	243.823	10
Casablanca	3	2005	4.913	255.678	18
Casablanca	3	2005	8.316	288.053	27
Casablanca	3	2005	4.997	238.013	22
Casablanca	3	2005	12.105	246.954	17
Rabat	3	2005	10.759	250.312	19
Rabat	3	2005	4.503	251.488	15
Rabat	3	2005	7.435	232.995	22
Rabat	3	2005	4.821	297.495	16
Meknes	3	2005	7.708	235.776	14
Meknes	3	2005	7.614	279.796	27
Meknes	3	2005	9.05	283.165	20
Meknes	3	2005	12.692	230.342	20
Fez	3	2005	14	213.704	28
Fez	3	2005	13.242	205.376	10
Fez	3	2005	5.883	292.089	22
Fez	3	2005	6.271	248.804	21
Fez	3	2005	5.575	218.619	13
Casablanca	3	2005	13.496	252.455	10
Casablanca	3	2005	13.025	240.467	23
Casablanca	3	2005	10.271	240.687	16
Casablanca	3	2005	13.615	224.206	19
Casablanca	3	2005	8.201	273.17	17
Casablanca	3	2005	8.008	255.947	28
Casablanca	3	2005	7.05	258.184	14
Rabat	3	2005	9.394	268.395	15
Rabat	3	2005	5.006	275.238	14
Rabat	3	2005	5.317	251.07	11
Rabat	3	2005	10.486	220.735	17
Meknes	3	2005	10.749	221.936	26
Meknes	3	2005	4.373	254.411	18
Meknes	3	2005	13.912	226.089	22
Meknes	3	2005	7.33	248.962	25
Fez	3	2005	11.875	265.749	28
Fez	3	2005	7.061	275.169	11
Fez	3	2005	7.934	247.941	15
Fez	3	2005	8.346	207.351	11
Fez	3	2005	4.462	257.415	24
Casablanca	3	2005	6.22	259.937	11
Casablanca	3	2005	10.656	252.636	24
Casablanca	3	2005	4.825	236.353	28
Casablanca	3	2005	7.898	280.279	14
Casablanca	3	2005	12.002	244.591	16
Casablanca	3	2005	4.112	285.541	20
Casablanca	3	2005	13.149	205.195	28
Rabat	3	2005	12.451	265.628	19
Rabat	3	2005	13.616	298.624	18
Rabat	3	2005	9.857	236.249	26
Rabat	3	2005	4.394	244.192	29
Meknes	3	2005	11.87	202.838	21
Meknes	3	2005	12.97	289.101	11
Meknes	3	2005	8	298.224	23
Meknes	3	2005	8.71	253.001	25
Fez	3	2005	7.787	242.638	20
Fez	3	2005	7.63	281.158	29
Fez	3	2005	7	275.458	20
Fez	3	2005	6.114	272.404	18
Fez	3	2005	11.051	203.516	16
Casablanca	3	2005	10.016	230.918	12
Casablanca	3	2005	8.16	219.419	25
Casablanca	3	2005	7.353	208.118	19
Casablanca	3	2005	10.757	213.935	24
Casablanca	3	2005	13.56	214.787	10
Casablanca	3	2005	6.906	261.827	29
Casablanca	3	2005	10.071	223.684	24
Rabat	3	2005	9.548	289.113	26
Rabat	3	2005	13.762	234.574	14
Rabat	3	2005	13.743	231.458	22
Rabat	3	2005	12.28	294.728	28
Meknes	3	2005	4.479	267.841	10
Meknes	3	2005	11.898	261.204	13
Meknes	3	2005	6.938	218.844	13
Meknes	3	2005	11.449	293.855	10
Fez	3	2005	11.353	208.405	12
Fez	3	2005	5.993	287.664	12
Fez	3	2005	5.859	211.994	24
Fez	3	2005	13.785	243.395	27
Fez	3	2005	4.753	245.089	28
Casablanca	3	2005	8.949	275.137	29
Casablanca	3	2005	5.613	256.85	19
Casablanca	3	2005	7.274	235.864	29
Casablanca	3	2005	6.303	292.07	23
Casablanca	3	2005	6.151	253.936	21
Casablanca	3	2005	8.874	234.124	19
Casablanca	3	2005	13.302	259.006	29
Rabat	3	2005	13.013	279.392	11
Rabat	3	2005	13.974	243.39	14
Rabat	3	2005	12.974	208.503	10
Rabat	3	2005	6.506	297.952	13
Meknes	3	2005	10.127	249.283	20
Meknes	3	2005	8.106	284.006	29
Meknes	3	2005	5.687	205.988	17
Meknes	3	2005	10.105	213.775	14
Fez	3	2005	7.91	281.703	28
Fez	3	2005	11.287	282.003	12
Fez	3	2005	8.352	270.877	22
Fez	3	2005	6.797	272.883	18
Fez	3	2005	6.574	285.283	26
Casablanca	3	2005	12.218	261.768	20
Casablanca	3	2005	13.889	233.079	27
Casablanca	3	2005	8.196	218.033	14
Casablanca	3	2005	8.899	204.746	11
Casablanca	3	2005	13.291	296.671	17
Casablanca	3	2005	8.435	224.596	25
Casablanca	3	2005	5.911	200.863	26
Rabat	3	2005	12.165	267.136	18
Rabat	3	2005	13.997	237.803	26
Rabat	3	2005	4.664	209.223	23
Rabat	3	2005	10.351	250.412	21
Meknes	3	2005	12.276	208.852	18
Meknes	3	2005	13.408	249.373	27
Meknes	3	2005	13.526	267.599	27
Meknes	3	2005	5.928	246.873	28
Fez	3	2005	9.791	295.301	27
Fez	3	2005	5.762	227.152	12
Fez	3	2005	13.388	290.032	25
Fez	3	2005	8.078	292.208	15
Fez	3	2005	12.427	295.572	16
Casablanca	3	2005	7.1	242.748	23
Casablanca	3	2005	7.685	231.93	22
Casablanca	3	2005	9.302	261.821	10
Casablanca	3	2005	8.161	246.117	26
Casablanca	3	2005	10.655	276.481	10
Casablanca	3	2005	13.273	224.809	16
Casablanca	3	2005	12.773	257.92	29
Rabat	3	2005	11.64	224.536	10
Rabat	3	2005	7.103	285.382	11
Rabat	3	2005	10.687	214.401	23
Rabat	3	2005	9.847	250.967	29
Meknes	3	2005	11.936	230.325	11
Meknes	3	2005	6.138	203.929	16
Meknes	3	2005	13.36	251.58	15
Meknes	3	2005	8.852	245.136	17
Fez	3	2005	11.685	252.55	28
Fez	3	2005	7.454	213.529	21
Fez	3	2005	10.252	236.85	24
Fez	3	2005	13.658	227.394	20
Fez	3	2005	7.616	242.173	23
Casablanca	3	2005	12.771	207.118	28
Casablanca	3	2005	13.496	234.842	22
Casablanca	3	2005	7.051	236.226	15
Casablanca	3	2005	12.752	223.136	21
Casablanca	3	2005	12.11	220.417	23
Casablanca	3	2005	4.08	252.131	28
Casablanca	3	2005	9.483	274.541	26
Rabat	3	2005	4.776	202.662	24
Rabat	3	2005	5.966	249.585	10
Rabat	3	2005	9.143	234.282	14
Rabat	3	2005	5.24	213.765	27
Meknes	3	2005	7.67	297.192	15
Meknes	3	2005	6.558	229.246	25
Meknes	3	2005	12.109	279.526	26
Meknes	3	2005	10.976	232.06	15
Fez	3	2005	5.619	225.084	12
Fez	3	2005	8.964	219.6	20
Fez	3	2005	13.524	294.063	29
Fez	3	2005	5.201	287.301	11
Fez	3	2005	7.681	244.359	19
Casablanca	3	2005	6.41	236.941	11
Casablanca	3	2005	5.943	243.428	11
Casablanca	3	2005	4.472	264.433	16
Casablanca	3	2005	13.78	293.944	24
Casablanca	3	2005	10.936	264.469	27
Casablanca	3	2005	6.06	281.477	20
Casablanca	3	2005	6.105	245.554	21
Rabat	3	2005	13.153	223.662	14
Rabat	3	2005	11.855	247.223	18
Rabat	3	2005	7.052	256.87	15
Rabat	3	2005	13.119	228.906	19
Meknes	3	2005	8.711	218.465	23
Meknes	3	2005	6.834	212.981	22
Meknes	3	2005	13.441	215.334	25
Meknes	3	2005	11.198	209.641	11
Fez	3	2005	4.354	211.934	22
Fez	3	2005	12.146	260.891	27
Fez	3	2005	8.467	229.911	23
Fez	3	2005	6.92	200.397	13
Fez	3	2005	12.91	215.161	12
Casablanca	3	2005	5.779	224.644	17
Casablanca	3	2005	11.951	245.373	21
Casablanca	3	2005	10.936	275.065	18
Casablanca	3	2005	10.535	253.308	17
Casablanca	3	2005	13.255	267.996	15
Casablanca	3	2005	13.358	237.82	15
Casablanca	3	2005	5.078	254.732	21
Rabat	3	2005	6.251	224.045	24
Rabat	3	2005	9.105	209.257	11
Rabat	3	2005	4.27	202.06	13
Rabat	3	2005	7.747	271.42	22
Meknes	3	2005	6.027	225.617	14
Meknes	3	2005	13.084	272.681	22
Meknes	3	2005	8.173	226.867	25
Meknes	3	2005	7.484	241.795	19
Fez	3	2005	12.609	246.724	12
Fez	3	2005	8.155	272.471	21
Fez	3	2005	4.926	285.404	26
Fez	3	2005	11.903	298.871	17
Fez	3	2005	5.845	267.831	11
Casablanca	3	2005	12.652	241.509	27
Casablanca	3	2005	11.174	241.497	10
Casablanca	3	2005	4.705	278.417	10
Casablanca	3	2005	7.534	230.586	27
Casablanca	3	2005	11.831	205.882	24
Casablanca	3	2005	13.288	276.786	12
Casablanca	3	2005	13.293	226.304	14
Rabat	3	2005	8.003	247.709	29
Rabat	3	2005	12.668	206.799	20
Rabat	3	2005	9.406	230.843	14
Rabat	3	2005	12.045	261.118	26
Meknes	3	2005	4.513	299.993	12
Meknes	3	2005	12.449	242.186	15
Meknes	3	2005	13.14	239.911	16
Meknes	3	2005	6.832	222.755	18
Fez	3	2005	4.79	252.175	27
Fez	3	2005	11.083	214.527	12
Fez	3	2005	8.735	299.637	18
Fez	3	2005	6.048	290.748	17
Fez	3	2005	8.87	243.169	12
Casablanca	3	2005	10.878	290.141	27
Casablanca	3	2005	13.716	224.815	27
Casablanca	3	2005	8.692	258.087	18
Casablanca	3	2005	8.942	273.23	28
Casablanca	3	2005	8.891	255.828	17
Casablanca	3	2005	4.58	228.546	19
Casablanca	3	2005	8.283	299.983	22
Rabat	3	2005	9.347	232.537	25
Rabat	3	2005	10.18	241.025	29
Rabat	3	2005	8.611	237.107	21
Rabat	3	2005	10.712	235.815	11
Meknes	3	2005	7.979	292.921	29
Meknes	3	2005	13.549	273.817	19
Meknes	3	2005	11.622	239.437	17
Meknes	3	2005	10.02	223.519	27
Fez	3	2005	11.795	258.799	20
Fez	3	2005	4.132	273.288	10
Fez	3	2005	13.677	250.531	14
Fez	3	2005	8.341	290.979	14
Fez	3	2005	4.65	278.878	14
Casablanca	3	2005	11.301	243.908	28
Casablanca	3	2005	6.128	270.913	29
Casablanca	3	2005	5.133	285.088	25
Casablanca	3	2005	9.152	211.18	18
Casablanca	3	2005	8.889	222.368	22
Casablanca	3	2005	9.76	208.135	20
Casablanca	3	2005	7.142	201.023	14
Rabat	3	2005	13.5	278.742	11
Rabat	3	2005	12.936	240.704	14
Rabat	3	2005	5.761	294.479	24
Rabat	3	2005	9.956	221.389	11
Meknes	3	2005	6.549	269.315	13
Meknes	3	2005	11.044	215.131	12
Meknes	3	2005	9.331	262.481	25
Meknes	3	2005	4.849	277.261	23
Fez	3	2005	4.823	209.545	17
Fez	3	2005	8.958	231.856	13
Fez	3	2005	12.774	254.316	13
Fez	3	2005	8.552	298.136	28
Fez	3	2005	11.018	211.898	28
Casablanca	3	2005	7.443	208.559	13
Casablanca	3	2005	11.718	256.79	12
Casablanca	3	2005	5.875	231.555	19
Casablanca	3	2005	11.88	205.955	20
Casablanca	3	2005	4.95	212.937	14
Casablanca	3	2005	9.687	242.776	24
Casablanca	3	2005	13.698	278.404	18
Rabat	3	2005	5.944	209.681	18
Rabat	3	2005	10.559	278.839	25
Rabat	3	2005	13.491	266.793	13
Rabat	3	2005	5.154	266.024	10
Meknes	3	2005	6.621	290.253	19
Meknes	3	2005	9.085	285.234	21
Meknes	3	2005	11.766	272.907	23
Meknes	3	2005	13.403	271.578	23
Fez	3	2005	5.878	285.964	20
Fez	3	2005	8.319	226.286	20
Fez	3	2005	9.484	288.553	22
Fez	3	2005	5.724	269.407	19
Fez	3	2005	11.056	234.224	10
Casablanca	3	2005	8.252	252.394	21
Casablanca	3	2005	5.198	247.354	15
Casablanca	3	2005	5.784	290.275	19
Casablanca	3	2005	6.288	228.889	12
Casablanca	3	2005	4.923	255.432	11
Casablanca	3	2005	11.871	239.396	26
Casablanca	3	2005	8.506	272.568	23
Rabat	3	2005	12.975	249.092	20
Rabat	3	2005	10.459	287.251	13
Rabat	3	2005	4.417	292.286	14
Rabat	3	2005	6.473	234.069	19
Meknes	3	2005	13.957	215.581	18
Meknes	3	2005	6.47	204.437	25
Meknes	3	2005	8.91	296.564	21
Meknes	3	2005	6.655	237.43	22
Fez	3	2005	10.448	216.981	10
Fez	3	2005	4.147	245.688	10
Fez	3	2005	4.992	227.802	11
Fez	3	2005	12.983	271.4	13
Fez	3	2005	13.736	234.157	27
Casablanca	3	2005	4.459	244.959	26
Casablanca	3	2005	10.854	297.29	24
Casablanca	3	2005	9.956	295.914	29
Casablanca	3	2005	4.368	297.056	24
Casablanca	3	2005	12.655	287.755	12
Casablanca	3	2005	13.651	274.003	12
Casablanca	3	2005	11.445	255.282	12
Rabat	3	2005	13.845	271.051	21
Rabat	3	2005	12.836	210.187	27
Rabat	3	2005	4.957	213.712	21
Rabat	3	2005	11.713	272.534	23
Meknes	3	2005	13.779	271.419	27
Meknes	3	2005	11.384	201.744	25
Meknes	3	2005	5.178	248.57	16
Meknes	3	2005	5.357	207.522	29
Fez	3	2005	11.699	277.526	11
Fez	3	2005	12.213	252.199	26
Fez	3	2005	11.137	230.336	16
Fez	3	2005	11.389	218.991	20
Fez	3	2005	13.32	246.554	11
Casablanca	3	2005	5.635	223.665	12
Casablanca	3	2005	4.914	282.254	20
Casablanca	3	2005	4.124	275.992	20
Casablanca	3	2005	7.064	264.802	13
Casablanca	3	2005	8.894	237.297	10
Casablanca	3	2005	13.576	232.093	25
Casablanca	3	2005	9.363	206.987	27
Rabat	3	2005	11.91	279.484	23
Rabat	3	2005	4.875	274.533	14
Rabat	3	2005	6.275	277.56	11
Rabat	3	2005	13.524	201.06	25
Meknes	3	2005	8.794	205.998	26
Meknes	3	2005	4.574	294.634	11
Meknes	3	2005	7.388	200.806	18
Meknes	3	2005	8.636	240.559	24
Fez	3	2005	9.743	248.243	14
Fez	3	2005	13.923	291.233	23
Fez	3	2005	13.967	202.818	28
Fez	3	2005	6.086	269.046	13
Fez	3	2005	10.665	243.541	18
Casablanca	3	2005	13.637	284.741	11
Casablanca	3	2005	9.076	283.701	16
Casablanca	3	2005	8.533	279.919	20
Casablanca	3	2005	8.528	225.275	19
Casablanca	3	2005	10.683	237.76	22
Casablanca	3	2005	9.763	214.198	21
Casablanca	3	2005	13.381	221.789	18
Rabat	3	2005	5.855	236.003	15
Rabat	3	2005	11.178	206.296	15
Rabat	3	2005	13.04	219.782	22
Rabat	3	2005	7.804	261.484	23
Meknes	3	2005	11.368	265.18	11
Meknes	3	2005	9.636	243.203	14
Meknes	3	2005	5.487	265.44	14
Meknes	3	2005	11.37	282.856	17
Fez	3	2005	8.053	284.33	18
Fez	3	2005	11.265	228.994	15
Fez	3	2005	13.186	287.905	28
Fez	3	2005	4.764	260.647	28
Fez	3	2005	5.313	219.438	24
Casablanca	3	2005	9.063	271.959	17
Casablanca	3	2005	6.1	254.76	11
Casablanca	3	2005	8.957	201.393	13
Casablanca	3	2005	8.905	248.612	17
Casablanca	3	2005	5.999	242.83	16
Casablanca	3	2005	9.163	216.358	12
Casablanca	3	2005	7.605	297.119	11
Rabat	3	2005	12.526	237.072	13
Rabat	3	2005	5.168	231.742	23
Rabat	3	2005	10.462	229.032	23
Rabat	3	2005	5.662	236.729	14
Meknes	3	2005	12.771	252.535	12
Meknes	3	2005	13.87	237.349	14
Meknes	3	2005	5.634	202.255	18
Meknes	3	2005	5.004	240.017	26
Fez	3	2005	8.912	233.83	14
Fez	3	2005	6.904	268.267	26
Fez	3	2005	9.089	284.136	12
Fez	3	2005	12.012	238.752	11
Fez	3	2005	8.412	256.835	16
Casablanca	3	2005	4.545	258.286	23
Casablanca	3	2005	12.504	269.625	12
Casablanca	3	2005	13.467	239.033	11
Casablanca	3	2005	7.479	296.695	26
Casablanca	3	2005	7.568	281.536	25
Casablanca	3	2005	13.287	245.386	24
Casablanca	3	2005	12.953	255.486	26
Rabat	3	2005	5.952	215.257	18
Rabat	3	2005	13.833	286.161	22
Rabat	3	2005	10.623	250.318	28
Rabat	3	2005	5.356	267.555	11
Meknes	3	2005	4.28	233.544	11
Meknes	3	2005	7.295	296.773	10
Meknes	3	2005	11.445	278.689	19
Meknes	3	2005	9.985	252.051	26
Fez	3	2005	11.749	218.768	12
Fez	3	2005	8.571	292.578	27
Fez	3	2005	5.254	203.713	13
Fez	3	2005	12.348	263.184	14
Fez	3	2005	5.127	259.3	10
Casablanca	3	2005	10.138	287.957	21
Casablanca	3	2005	8.506	247.159	19
Casablanca	3	2005	12.804	218.366	18
Casablanca	3	2005	12.717	206.59	16
Casablanca	3	2005	4.231	255.671	20
Casablanca	3	2005	10.489	242.722	23
Casablanca	3	2005	9.475	218.147	15
Rabat	3	2005	5.812	266.35	23
Rabat	3	2005	13.833	212.557	22
Rabat	3	2005	9.271	298.364	13
Rabat	3	2005	11.112	235.624	27
Meknes	3	2005	13.279	248.898	19
Meknes	3	2005	11.863	262.2	21
Meknes	3	2005	6.726	274.281	24
Meknes	3	2005	12.055	238.899	28
Fez	3	2005	4.836	260.41	17
Fez	3	2005	7.784	214.265	19
Fez	3	2005	7.559	257.478	11
Fez	3	2005	12.004	221.029	15
Fez	3	2005	11.904	291.674	26
Casablanca	3	2005	4.859	272.436	27
Casablanca	3	2005	10.912	263.65	18
Casablanca	3	2005	4.218	209.807	20
Casablanca	3	2005	12.651	220.209	28
Casablanca	3	2005	8.667	286.136	21
Casablanca	3	2005	5.235	254.249	20
Casablanca	3	2005	8.948	268.25	19
Rabat	3	2005	11.47	219.207	22
Rabat	3	2005	4.485	273.016	14
Rabat	3	2005	9.541	297.727	12
Rabat	3	2005	7.043	288.079	13
Meknes	3	2005	11.306	273.828	13
Meknes	3	2005	7.51	274.616	22
Meknes	3	2005	8.127	249.938	19
Meknes	3	2005	5.321	297.374	11
Fez	3	2005	12.853	274.521	21
Fez	3	2005	13.346	273.139	21
Fez	3	2005	7.087	249.692	27
Fez	3	2005	9.318	226.882	16
Fez	3	2005	5.241	260.52	20
Casablanca	3	2005	6.089	233.415	27
Casablanca	3	2005	6.161	256.393	10
Casablanca	3	2005	9.263	231.723	29
Casablanca	3	2005	8.85	214.669	28
Casablanca	3	2005	10.812	244.154	10
Casablanca	3	2005	9.435	235.96	27
Casablanca	3	2005	6.838	250.485	24
Rabat	3	2005	10.841	207.459	20
Rabat	3	2005	12.177	234.319	17
Rabat	3	2005	9.345	210.314	20
Rabat	3	2005	9.958	213.392	28
Meknes	3	2005	7.937	259.05	24
Meknes	3	2005	11.224	212.374	22
Meknes	3	2005	8.12	298.464	20
Meknes	3	2005	12.38	215.647	29
Fez	3	2005	8.55	221.858	24
Fez	3	2005	4.515	237.114	23
Fez	3	2005	11.235	210.753	26
Fez	3	2005	4.853	229.052	25
Fez	3	2005	11.029	237.506	15
Casablanca	3	2005	5.098	258.273	22
Casablanca	3	2005	4.549	254.035	27
Casablanca	3	2005	4.271	224.127	13
Casablanca	3	2005	11.408	285.401	21
Casablanca	3	2005	12.052	247.405	15
Casablanca	3	2005	13.083	236.6	22
Casablanca	3	2005	8.127	214.588	17
Rabat	3	2005	13.35	234.474	21
Rabat	3	2005	11.761	202.816	11
Rabat	3	2005	6.027	245.616	24
Rabat	3	2005	12.093	233.117	14
Meknes	3	2005	7.706	264.155	25
Meknes	3	2005	12.9	295.919	20
Meknes	3	2005	13.132	291.774	25
Meknes	3	2005	10.877	245.061	20
Fez	3	2005	11.664	206.24	21
Fez	3	2005	11.044	231.405	25
Fez	3	2005	5.854	267.632	28
Fez	3	2005	12.998	269.501	14
Fez	3	2005	7.129	244.866	21
Casablanca	3	2005	12.11	295.038	17
Casablanca	3	2005	7.782	265.593	26
Casablanca	3	2005	5.184	204.003	15
Casablanca	3	2005	12.193	218.535	21
Casablanca	3	2005	11.866	237.194	14
Casablanca	3	2005	11.507	271.933	26
Casablanca	3	2005	12.052	263.551	20
Rabat	3	2005	4.063	226.142	12
Rabat	3	2005	6.345	287.375	24
Rabat	3	2005	9.832	279.003	14
Rabat	3	2005	13.335	259.957	11
Meknes	3	2005	6.081	265.219	15
Meknes	3	2005	11.122	288.301	13
Meknes	3	2005	13.796	254.923	20
Meknes	3	2005	7.01	209.373	17
Fez	3	2005	8.538	264.08	29
Fez	3	2005	11.809	294.529	10
Fez	3	2005	6.282	250.476	23
Fez	3	2005	6.773	264.428	14
Fez	3	2005	6.229	229.421	13
Casablanca	3	2005	11.704	220.48	18
Casablanca	3	2005	13.743	228.235	23
Casablanca	3	2005	6.124	228.838	24
Casablanca	3	2005	10.613	251.081	16
Casablanca	3	2005	11.756	274.105	18
Casablanca	3	2005	12.406	204.854	11
Casablanca	3	2005	6.16	235.05	18
Rabat	3	2005	10.307	209.196	24
Rabat	3	2005	4.066	200.55	23
Rabat	3	2005	8.113	279.322	16
Rabat	3	2005	12.312	274.446	14
Meknes	3	2005	10.814	257.779	29
Meknes	3	2005	5.248	276.712	24
Meknes	3	2005	13.469	271.529	10
Meknes	3	2005	6.874	243.297	14
Fez	3	2005	5.047	237.478	28
Fez	3	2005	8.561	250.265	26
Fez	3	2005	10.602	278.265	26
Fez	3	2005	5.882	210.128	10
Fez	3	2005	6.759	278.031	25
Casablanca	3	2005	12.881	222.309	26
Casablanca	3	2005	8.28	249.22	17
Casablanca	3	2005	12.307	253.018	22
Casablanca	3	2005	8.283	293.956	25
Casablanca	3	2005	10.937	242.33	14
Casablanca	3	2005	5.31	283.353	26
Casablanca	3	2005	13.665	287.923	19
Rabat	3	2005	5.954	271.997	12
Rabat	3	2005	11.092	232.773	23
Rabat	3	2005	4.63	238.993	21
Rabat	3	2005	5.836	278.325	22
Meknes	3	2005	9.467	213.645	14
Meknes	3	2005	8.755	289.444	16
Meknes	3	2005	9.845	276.894	19
Meknes	3	2005	5.654	289.612	28
Fez	3	2005	11.897	227.192	20
Fez	3	2005	4.37	239.012	25
Fez	3	2005	10.819	249.909	19
Fez	3	2005	13.164	219.363	15
Fez	3	2005	10.803	258.727	17
Casablanca	3	2005	7.415	234.288	13
Casablanca	3	2005	4.663	217.099	23
Casablanca	3	2005	10.741	271.84	29
Casablanca	3	2005	10.401	265.08	25
Casablanca	3	2005	5.868	240.022	29
Casablanca	3	2005	12.536	242.995	16
Casablanca	3	2005	12.285	201.303	17
Rabat	3	2005	7.229	236.156	18
Rabat	3	2005	13.818	238.117	23
Rabat	3	2005	10.633	208.922	20
Rabat	3	2005	13.501	222.446	15
Meknes	3	2005	8.643	288.114	12
Meknes	3	2005	13.448	235.084	14
Meknes	3	2005	9.15	213.269	20
Meknes	3	2005	9.934	221.61	25
Fez	3	2005	11.933	228.264	12
Fez	3	2005	8.021	280.751	20
Fez	3	2005	7.138	273.417	12
Fez	3	2005	10.519	255.588	21
Fez	3	2005	13.736	243.465	25
Casablanca	3	2005	8.711	236.148	29
Casablanca	3	2005	4.615	267.128	14
Casablanca	3	2005	10.355	292.467	28
Casablanca	3	2005	8.587	296.376	15
Casablanca	3	2005	11.04	253.808	11
Casablanca	3	2005	4.56	283.297	26
Casablanca	3	2005	11.565	220.345	14
Rabat	3	2005	13.237	228.124	27
Rabat	3	2005	6.22	290.926	25
Rabat	3	2005	13.319	225.961	12
Rabat	3	2005	4.004	271.62	26
Meknes	3	2005	6.048	207.332	26
Meknes	3	2005	6.233	219.391	23
Meknes	3	2005	12.02	284.907	22
Meknes	3	2005	6.337	267.014	15
Fez	3	2005	11.511	294.322	15
Fez	3	2005	7.415	215.615	14
Fez	3	2005	13.548	255.437	25
Fez	3	2005	4.527	228.879	21
Fez	3	2005	12.505	225.542	26
Casablanca	3	2005	4.188	293.486	10
Casablanca	3	2005	4.477	235.677	23
Casablanca	3	2005	5.124	235.202	16
Casablanca	3	2005	12.36	299.919	27
Casablanca	3	2005	5.934	206.762	18
Casablanca	3	2005	9.296	245.641	17
Casablanca	3	2005	6.714	232.62	11
Rabat	3	2005	6.764	264.945	17
Rabat	3	2005	5.207	274.417	10
Rabat	3	2005	11.485	249.971	22
Rabat	3	2005	8.166	268.941	11
Meknes	3	2005	5.509	276.516	22
Meknes	3	2005	12.138	294.599	22
Meknes	3	2005	7.861	296.27	20
Meknes	3	2005	10.405	286.03	11
Fez	3	2005	8.902	286.556	10
Fez	3	2005	4.209	245.721	28
Fez	3	2005	13.049	298.362	10
Fez	3	2005	4.257	236.891	27
Fez	3	2005	12.709	231.018	17
Casablanca	3	2005	7.551	232.794	14
Casablanca	3	2005	13.604	225.392	18
Casablanca	3	2005	5.551	244.437	24
Casablanca	3	2005	7.126	291.299	15
Casablanca	3	2005	13.761	295.018	24
Casablanca	3	2005	5.896	288.662	13
Casablanca	3	2005	4.157	267.508	13
Rabat	3	2005	10.968	218.139	17
Rabat	3	2005	4.79	218.772	29
Rabat	3	2005	10.727	208.792	18
Rabat	3	2005	13.63	231.459	28
Meknes	3	2005	4.755	218.745	24
Meknes	3	2005	6.916	202.158	17
Meknes	3	2005	10.19	264.547	27
Meknes	3	2005	7.397	292.208	21
Fez	3	2005	11.489	208.674	25
Fez	3	2005	13.704	245.525	15
Fez	3	2005	12.245	226.238	19
Fez	3	2005	11.249	224.048	22
Fez	3	2005	4.742	235.737	26
Casablanca	3	2005	5.132	283.212	23
Casablanca	3	2005	4.839	205.664	16
Casablanca	3	2005	10.31	281.983	23
Casablanca	3	2005	4.653	261.353	18
Casablanca	3	2005	12.28	227.727	18
Casablanca	3	2005	4.845	286.958	20
Casablanca	3	2005	6.913	246.979	20
Rabat	3	2005	6.49	205.97	24
Rabat	3	2005	7.178	216.418	28
Rabat	3	2005	10.896	283.047	28
Rabat	3	2005	7.989	282.954	23
Meknes	3	2005	10.123	280.219	13
Meknes	3	2005	4.969	258.107	27
Meknes	3	2005	9.038	212.008	28
Meknes	3	2005	11.437	278.65	22
Fez	3	2005	4.47	250.749	12
Fez	3	2005	6.916	259.398	13
Fez	3	2005	11.845	299.218	22
Fez	3	2005	12.975	216.032	29
Fez	3	2005	7.785	249.512	23
Casablanca	3	2005	5.585	205.815	14
Casablanca	3	2005	12.544	277.7	13
Casablanca	3	2005	9.364	213.868	27
Casablanca	3	2005	4.678	231.499	17
Casablanca	3	2005	12.994	279.13	23
Casablanca	3	2005	13.643	283.723	21
Casablanca	3	2005	12.217	211.922	10
Rabat	3	2005	10.195	276.218	29
Rabat	3	2005	5.292	265.999	26
Rabat	3	2005	13.234	293.379	13
Rabat	3	2005	10.01	231.546	19
Meknes	3	2005	9.599	283.679	17
Meknes	3	2005	9.218	286.138	25
Meknes	3	2005	9.47	216.913	20
Meknes	3	2005	8.671	294.454	12
Fez	3	2005	10.933	285.811	17
Fez	3	2005	8.911	238.882	19
Fez	3	2005	13.018	225.655	20
Fez	3	2005	10.862	287.787	15
Fez	3	2005	12.883	283.791	14
Casablanca	3	2005	5.503	217.758	11
Casablanca	3	2005	13.843	245.931	18
Casablanca	3	2005	4.108	213.291	22
Casablanca	3	2005	6.005	260.804	17
Casablanca	3	2005	6.955	206.689	27
Casablanca	3	2005	12.671	229.304	18
Casablanca	3	2005	10.553	281.474	28
Rabat	3	2005	6.773	216.708	14
Rabat	3	2005	9.924	206.62	27
Rabat	3	2005	9.741	257.571	10
Rabat	3	2005	4.151	273.486	24
Meknes	3	2005	11.536	220.443	10
Meknes	3	2005	8.604	205.1	13
Meknes	3	2005	11.86	295.911	29
Meknes	3	2005	4.497	250.483	24
Fez	3	2005	11.624	251.957	22
Fez	3	2005	9.033	235.017	16
Fez	3	2005	10.931	277.073	27
Fez	3	2005	12.517	274.698	18
Fez	3	2005	8.421	278.241	11
Casablanca	3	2005	5.369	297.549	18
Casablanca	3	2005	7.02	261.75	24
Casablanca	3	2005	10.778	237.93	22
Casablanca	3	2005	7.086	249.578	18
Casablanca	3	2005	4.95	297.304	21
Casablanca	3	2005	7.51	290.574	24
Casablanca	3	2005	7.269	250.645	24
Rabat	3	2005	12.066	274.315	28
Rabat	3	2005	13.135	276.35	16
